dishwasher,disposal,kitchen,kitchen_2,light,microwave,refrigerator,stove,washer_dryer
0.0,0.0,0.0,1.0,9.0,4.5,156.9375,0.125,2.1875
0.0625,0.0,0.0,1.0,9.0,4.375,156.5625,0.25,2.5
0.0,0.0,0.0,1.0,8.875,4.5,156.0,0.0625,2.0
0.0,0.0,0.0,1.0,8.9375,4.4375,156.0625,0.0,2.0
0.0625,0.0,0.0,1.0,8.5625,3.9375,90.1875,0.5625,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.0,0.625,2.0625
0.0,0.0,0.0625,1.0,8.0,4.0,6.0,0.5625,2.125
0.0625,0.0,0.0625,1.0,8.0,4.0,6.0,0.6875,2.0625
0.0,0.0,0.125,1.0,8.0,4.0,6.0,0.875,2.1875
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.875,2.0625
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.8125,2.3125
0.0625,0.0,0.0625,1.0,8.0,4.0,10.5625,0.875,2.125
0.0,0.0,0.26666666666666666,1.0,8.0,4.066666666666666,6.0,0.7333333333333333,2.4
0.0,0.0,0.17647058823529413,1.0,8.0,4.0588235294117645,14.529411764705882,0.5882352941176471,2.2941176470588234
0.0,0.0,0.125,1.0,8.0,4.0,26.5,0.25,2.375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.1875
0.0625,0.0,0.0,1.0,8.0,4.0,6.0,0.875,2.5625
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.875,2.625
0.0,0.0,0.375,1.0,8.0,4.0,6.0,0.75,2.6875
0.0625,0.0,0.625,2.5625,8.625,593.75,7.5625,0.5625,3.0
0.0,0.0,1.625,3.6875,10.0,1862.3125,11.0,0.0,4.0625
0.0,0.0,1.3125,3.375,9.8125,1716.8125,10.625,0.0625,3.875
0.0,0.0,0.4,2.6666666666666665,8.533333333333333,439.26666666666665,7.333333333333333,0.6,2.533333333333333
0.0,0.0,0.4375,2.4375,8.125,6.0,27.4375,0.4375,2.1875
0.0,0.0,0.0,2.625,8.8125,6.0,179.3125,0.0,2.0
0.0,0.0,0.0,2.5,8.75,6.625,168.4375,0.0,2.0625
0.0,0.0,0.0,2.75,8.6875,4.625,166.4375,0.0,2.0
0.0625,0.0,0.0,2.875,8.875,4.4375,165.0625,0.0,2.375
0.0625,0.0,0.0,3.0,8.875,4.4375,164.625,0.0,2.625
0.0,0.0,0.0,3.0625,8.875,4.4375,164.0625,0.0,2.6875
0.0,0.0,0.0,2.9375,9.0,4.375,163.1875,0.125,2.5625
0.0,0.0,0.0,3.0,8.9375,4.4375,162.5,0.125,2.625
0.0,0.0,0.0,3.0625,8.9375,4.4375,161.4375,0.0625,2.375
0.0,0.0,0.0,3.0,9.0,4.4375,161.0,0.0,2.375
0.0,0.0,0.0,3.066666666666667,9.0,4.4,160.4,0.06666666666666667,2.4
0.0,0.0,0.0,3.0625,8.875,4.4375,159.375,0.0625,2.625
0.0,0.0,0.0,3.1875,8.875,4.3125,158.9375,0.0,2.625
0.0,0.0,0.0,2.9375,9.0,4.125,159.125,0.0,2.3125
0.0,0.0,0.0,1.375,8.875,4.1875,159.1875,0.1875,2.5
0.0,0.0,0.0,1.0,8.75,4.5,158.125,0.0,2.1875
0.0,0.0,0.0,1.0,8.9375,4.375,158.0,0.125,2.875
0.125,0.0,0.0,1.0,8.9375,4.25,158.0,0.0625,3.0
0.0,0.0,0.0,1.0,8.8125,4.375,157.125,0.0,2.875
0.0,0.0,0.0,1.0,8.9375,4.375,156.6875,0.0,2.9375
0.0,0.0,0.0,1.0,8.875,4.6875,156.5,0.125,2.9375
0.0,0.0,0.0,1.0,9.0,4.375,156.125,0.125,2.9375
0.125,0.0,0.0,1.0,8.875,4.25,156.25,0.0,3.0
0.0625,0.0,0.0,1.0,8.875,4.4375,155.9375,0.0,3.0
0.0,0.0,0.0,1.0,8.9375,4.375,155.5,0.0,2.9375
0.0,0.0,0.0,1.0,8.875,4.25,155.0,0.0625,3.0
0.0,0.0,0.125,1.0,8.125,4.125,24.6875,0.8125,3.0
0.06666666666666667,0.0,0.26666666666666666,1.0,8.0,4.0,6.0,0.6666666666666666,2.8
0.0,0.0,0.375,1.0,8.0,4.0,6.0,1.0,2.9375
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.6875,2.875
0.0,0.0,0.5,1.0,8.0,4.0,6.0,0.9375,3.0
0.0,0.0,0.3125,1.0,8.0,4.0,6.0,0.9375,2.9375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.8125,2.875
0.0,0.0,0.25,1.0,8.0,4.0,6.0,1.0,2.75
0.0,0.0,0.125,1.0,8.0,4.0,6.0,1.0,2.5625
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.8125
0.0,0.0,0.25,1.0,8.0,4.0,6.0,1.0,2.9375
0.0,0.0,0.3125,1.0,8.0,4.0,6.0,0.9375,2.9375
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0,1.0,2.75
0.0,0.0,0.3125,1.0,8.0,4.0625,6.0,0.6875,2.875
0.0625,0.0,0.1875,1.0,8.0,4.0,6.0,0.6875,2.8125
0.0625,0.0,0.375,1.0,8.0,4.0,6.0,1.0,2.5
0.0,0.0,0.5,1.0,8.0,4.0,6.0,1.0,2.625
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.8125,2.625
0.0,0.0,0.5,1.0,8.0,4.0,6.0,1.0,2.75
0.0625,0.0,0.25,1.0,8.0,4.0625,6.0,0.875,2.6875
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0,1.0,2.625
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.875,2.9375
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,0.9375,2.4375
0.0625,0.0,0.1875,1.0,8.0,4.0,6.0625,0.875,2.3125
0.0625,0.0,0.25,1.0,8.0,4.0,6.0,0.9375,2.3125
0.0,0.0,0.4375,1.0,8.0,4.0625,6.0625,1.0,2.4375
0.0,0.0,0.375,1.0,8.0,4.0,6.0,0.8125,2.25
0.0,0.0,0.125,1.0,8.0,4.0,6.0,0.875,2.375
0.0,0.0,0.125,1.0,8.25,4.25,61.75,0.5625,2.0625
0.0,0.0,0.0,1.0,8.9375,4.9375,180.1875,0.0625,2.375
0.0,0.0,0.0,1.0,8.9375,4.5625,170.125,0.1875,2.6875
0.0,0.0,0.0,1.0,9.0,4.8125,168.125,0.375,3.0
0.0625,0.0,0.0,1.0,9.0,4.6875,167.5625,0.25,2.75
0.0,0.0,0.0,1.0,9.0,4.5,167.25,0.0625,2.5625
0.0,0.0,0.0,1.0,8.9375,4.5625,165.75,0.375,2.8125
0.0,0.0,0.0,1.0,8.8125,4.625,164.5,0.1875,2.75
0.125,0.0,0.0,1.0,8.9375,4.6875,163.8125,0.25,2.625
0.0,0.0,0.0,1.0,9.0,4.6875,162.625,0.125,2.5625
0.0,0.0,0.0,1.0,8.9375,4.5,162.125,0.0625,2.4375
0.0,0.0,0.0,1.0,8.9375,4.5,161.75,0.125,2.625
0.0625,0.0,0.0,1.0,8.875,4.6875,160.8125,0.1875,2.8125
0.0,0.0,0.0,1.0,8.9375,4.4375,160.125,0.375,2.5625
0.0625,0.0,0.0,1.0,8.9375,4.5625,159.75,0.125,2.75
0.0,0.0,0.0,1.0,9.0,4.375,159.0625,0.1875,2.5
0.0,0.0,0.0,1.0,8.875,4.4375,158.6875,0.0,2.5625
0.0,0.0,0.0,1.0,9.0,4.3125,158.8125,0.0625,2.75
0.0,0.0,0.0,1.0,8.9375,4.375,158.3125,0.0625,2.75
0.0,0.0,0.0,1.0,8.75,4.5625,157.625,0.0625,2.6875
0.0,0.0,0.0,1.0625,8.9375,4.3125,157.6875,0.25,2.6875
0.0625,0.0,0.0,1.0,8.8125,4.75,157.125,0.125,2.6875
0.0,0.0,0.0,1.0,8.875,4.5,156.9375,0.3125,2.8125
0.0,0.0,0.0,1.0,8.9375,4.4375,156.875,0.0625,2.625
0.0,0.0,0.0,1.0,9.0,4.4375,156.75,0.1875,2.875
0.0,0.0,0.0,1.0,8.8,4.6,156.86666666666667,0.13333333333333333,2.933333333333333
0.0,0.0,0.0,1.0,8.294117647058824,4.176470588235294,59.05882352941177,0.7058823529411765,2.764705882352941
0.0,0.0,0.125,1.0,8.0,4.0,6.0,1.0,2.875
0.0625,0.0,0.375,1.0,8.0,4.0,6.0625,0.9375,2.75
0.0,0.0,0.06666666666666667,1.0,8.0,4.0,6.0,0.9333333333333333,2.6666666666666665
0.0,0.0,0.35294117647058826,0.9411764705882353,8.058823529411764,4.0,6.0588235294117645,0.9411764705882353,2.2941176470588234
0.06666666666666667,0.0,0.4666666666666667,1.0,8.0,4.0,6.066666666666666,1.0,2.7333333333333334
0.0625,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.375
0.0,0.0,0.1875,1.0,8.0,4.0625,6.0,1.0,2.4375
0.0,0.0,0.23529411764705882,1.0,8.0,4.0,6.0588235294117645,1.0,2.411764705882353
0.0,0.0,0.4,1.0,8.0,4.0,6.0,0.7333333333333333,2.6666666666666665
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.75
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.9375,2.5625
0.0,0.0,0.125,1.0,8.0,4.0,6.0,0.8125,2.5
0.0,0.0,0.3125,1.0,8.0,4.0,6.0,0.875,2.8125
0.125,0.0,0.1875,1.0,8.0,4.0625,6.0,1.0,2.625
0.0625,0.0,0.25,1.0,8.0,4.0,6.0,0.8125,2.6875
0.0,0.0,0.375,1.0,8.0,4.0,6.0,0.9375,2.75
0.0,0.0,0.1875,1.0,8.0,4.0,6.0625,1.0,2.8125
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,0.875,2.9375
0.0,0.0,0.125,1.0,8.0,4.0,6.125,0.625,2.9375
0.0,0.0,0.375,1.0,8.0,4.0,6.0,0.75,2.9375
0.0,0.0,0.125,1.0,8.0,4.0,6.0,0.9375,2.5625
0.0625,0.0,0.1875,1.0,8.0,4.0,6.0,1.0,2.8125
0.0,0.0,0.0625,1.0,8.0,4.0625,6.0,1.0,2.5
0.0,0.0,0.3125,1.0,8.0,4.0,6.0,0.9375,3.0
0.0625,0.0,0.1875,1.0,8.0,4.0,6.0,0.8125,2.9375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.8125,2.875
0.0,0.0,0.26666666666666666,1.0,8.0,4.0,6.0,0.9333333333333333,2.933333333333333
0.0,0.0,0.1875,1.0,8.0,4.0,6.0625,0.875,2.9375
0.0,0.0,8.1875,1.375,14.3125,7.6875,179.625,5.0625,2.75
0.0625,0.0,0.0,1.0,9.0,4.5625,181.125,0.1875,3.0
0.0625,0.0,0.0,1.0,9.0,6.1875,170.4375,0.125,2.8125
0.0,0.0,3.0,5.125,11.0,1864.75,177.4375,0.1875,4.0625
0.0,0.0,0.9375,2.25,9.625,604.625,169.625,0.0625,3.125
0.0,0.0,0.0,1.0,9.0,6.0,167.9375,0.25,3.0
0.0,0.0,0.0,1.0,8.9375,6.0,169.5625,0.0625,2.9375
0.0,0.0,0.0,1.0,9.0,6.0,166.6875,0.1875,3.0
0.0,0.0,0.0,1.0,8.8125,6.0,166.375,0.625,2.9375
0.0,0.0,0.0,1.0625,8.875,5.5,165.1875,0.375,2.875
0.0,0.0,0.0,1.0,8.9375,4.625,164.125,0.125,2.9375
0.0,0.0,0.0,1.0,8.9375,4.6875,163.4375,0.125,2.5
0.0625,0.0,0.0,1.0,9.0,4.625,162.8125,0.125,2.25
0.0,0.0,0.0,1.0,9.0,4.75,161.875,0.3125,2.4375
0.0625,0.0,0.0,1.0,9.0,4.6875,162.0625,0.25,2.1875
0.0,0.0,0.0,1.0,8.9375,4.3125,160.9375,0.25,2.125
0.0,0.0,0.0,1.0,8.9375,4.375,160.875,0.125,2.3125
0.0,0.0,0.0,1.0,9.0,4.6875,160.25,0.3125,2.125
0.0625,0.0,0.0,1.0,8.9375,4.75,160.0625,0.3125,2.0625
0.0,0.0,0.0,1.0,8.9375,4.625,159.4375,0.3125,2.0
0.0,0.0,0.0,1.0,9.0,4.4375,159.3125,0.0,2.0
0.125,0.0,0.0,1.0,9.0,4.25,159.0,0.0,2.0
0.0,0.0,0.0,1.0,9.0,4.25,158.9375,0.125,2.0
0.0,0.0,0.0,1.0,8.875,4.5625,158.375,0.125,2.0
0.0,0.0,0.0,1.0,9.0,4.625,158.5625,0.0625,2.0625
0.0,0.0,0.0,1.0,8.9375,4.625,158.25,0.1875,2.0
0.0,0.0,0.0,1.0,8.875,4.6875,157.625,0.0625,2.0625
0.0,0.0,0.0,1.0,8.875,4.5625,157.125,0.0625,2.125
0.0,0.0,0.0,1.0,8.9375,4.6875,156.75,0.25,2.25
0.0625,0.0,0.0,1.0,9.0,4.4375,156.1875,0.3125,2.25
0.0,0.0,0.0,1.0,8.5,4.375,137.375,0.3125,2.125
0.0,0.0,0.125,1.0,8.0,4.0625,6.0,0.8125,2.375
0.0,0.0,0.2,1.0,8.0,4.0,6.0,0.9333333333333333,2.2
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.9375,2.1875
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,1.0,2.25
0.0,0.0,0.125,1.0,8.0,4.0,6.0,1.0,2.4375
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.3125
0.0,0.0,0.0,1.0,8.0,4.0,6.0,0.9375,2.1875
0.058823529411764705,0.0,0.17647058823529413,1.0,8.0,4.0,6.0,0.9411764705882353,2.1176470588235294
0.0,0.0,0.1875,1.0,8.0,4.0,6.0625,1.0,2.125
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,0.9375,2.0
0.0,0.0,0.3125,1.0,8.0,4.0,6.125,0.9375,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0,1.0,2.0625
0.0,0.0,0.26666666666666666,1.0,8.0,4.0,6.066666666666666,0.9333333333333333,2.066666666666667
0.0,0.0,0.1875,1.0,8.0,4.0,6.0,1.0,2.375
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0625,1.0,2.0625
0.0,0.0,0.25,1.0,8.0,4.0,6.0,0.875,2.0
0.0,0.0,0.25,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,1.0,2.0
0.0,0.0,14.4375,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.25,1.0,8.0,4.0,6.0,0.875,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,2.0
0.0625,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0625
0.0,0.0,14.0,1.0,8.0,4.0,6.066666666666666,1.0,2.066666666666667
0.11764705882352941,0.0,13.882352941176471,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,13.4375,1.0,8.0,4.0,6.0,1.0,2.125
0.0,0.0,13.4375,1.0,19.375,4.0,6.0625,0.8125,2.125
0.0,0.0,13.0,1.0,20.0,4.0,20.8,0.6666666666666666,2.0
0.0625,0.0,12.3125,1.0,20.6875,4.5,127.0625,0.3125,2.0
0.0,0.0,12.0,1.0,20.8125,4.6875,175.25,0.0625,2.0
0.125,0.0,12.125,1.0,20.25,4.625,169.875,0.0,2.0625
0.0,0.0,12.5,1.0,11.125,4.5625,168.375,0.125,1.9375
0.0,0.0,12.3125,1.0,9.0,4.25,167.75,0.125,1.9375
0.0625,0.0,12.75,1.0,9.0,4.6875,166.5,0.1875,1.9375
0.0625,0.0,12.8125,1.0,9.0,4.4375,164.6875,0.125,2.1875
0.0,0.0,12.875,1.0,8.9375,4.5,163.25,0.25,2.125
0.0,0.0,13.0,1.0,8.9375,4.4375,162.8125,0.0625,2.0625
0.0,0.0,12.933333333333334,1.0,9.0,4.466666666666667,161.86666666666667,0.2,2.1333333333333333
0.0,0.0,13.0,1.0,9.0,4.3125,161.875,0.1875,2.1875
0.0,0.0,13.0,1.0,8.75,4.4375,161.5625,0.0625,2.0
0.0,0.0,13.0,1.0,8.9375,4.5,160.875,0.125,2.0625
0.0,0.0,13.0,1.0,9.0,4.4375,160.375,0.0625,2.0
0.0,0.0,13.0,1.0,8.9375,4.5,159.75,0.0,2.0
0.0,0.0,13.0,1.0,8.875,4.625,159.75,0.0,2.0
0.0,0.0,13.0,1.0,8.9375,4.5625,159.25,0.125,2.0625
0.0,0.0,13.0,1.0,8.875,4.5625,158.875,0.375,2.0625
0.0,0.0,13.0,1.0,8.875,4.5625,158.6875,0.3125,2.0
0.0,0.0,13.0,1.0,9.0,4.5,158.3125,0.1875,2.0625
0.0,0.0,13.0,1.0,8.875,4.5625,158.0625,0.125,2.0625
0.0,0.0,13.0,1.0,8.875,4.1875,157.9375,0.1875,2.0
0.0,0.0,13.0,1.0,8.8,4.666666666666667,157.33333333333334,0.13333333333333333,2.0
0.0,0.0,13.0,1.0,8.875,4.625,161.5625,0.0625,2.1875
0.0,0.0,13.0,1.0,8.9375,4.5,157.9375,0.125,2.0
0.0,0.0,13.0,1.0,8.875,4.375,157.5625,0.1875,2.0625
0.0,0.0,13.0,1.0,8.75,4.75,157.5,0.0625,2.0
0.0,0.0,13.0,1.0,8.8125,4.625,156.8125,0.375,2.0
0.0,0.0,13.0,1.0,8.8125,4.5625,156.8125,1.0,2.0625
0.0,0.0,13.0,1.0,8.866666666666667,4.6,156.26666666666668,0.4,2.066666666666667
0.0,0.0,13.0,1.0,8.75,4.125,156.125,0.25,2.0625
0.0,0.0,13.0,1.0,8.9375,4.75,156.1875,0.375,2.125
0.0625,0.0,13.625,1.0,8.3125,4.25,61.9375,0.625,2.0625
0.125,0.0,14.0625,1.0,8.0,4.0,6.0,0.9375,2.0625
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.0625
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,0.9375,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.066666666666666,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,0.9375,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,0.875,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,1.0,2.0
0.0625,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.06666666666666667,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0625,0.0,14.125,1.0,8.0,4.0,6.0,0.875,2.0
0.0625,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,0.9375,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,2.0
0.0625,0.0,14.0,1.0,8.0,4.0625,6.0,0.9375,2.0
0.0,0.0,14.0625,1.0,8.0,4.0,6.0625,0.9375,2.3125
0.0625,0.0,14.0625,1.0,8.0,4.0,6.0,0.875,2.8125
0.0,0.0,13.4375,1.0,8.5625,4.4375,105.4375,0.5,2.6875
0.0,0.0,13.0,1.0,9.0,4.8125,175.0,0.0625,2.6875
0.0,0.0,13.0,1.0,8.933333333333334,4.533333333333333,168.0,0.3333333333333333,2.8666666666666667
0.0625,0.0,13.0,1.0,8.5625,4.6875,166.6875,0.125,2.8125
0.0,0.0,13.0,1.0,8.8125,4.8125,165.875,0.25,2.75
0.0,0.0,13.0,1.0,8.8125,4.75,165.3125,0.25,2.875
0.0,0.0,13.0,1.0,8.875,4.75,163.8125,0.0625,2.875
0.0,0.0,13.0,1.0,8.9375,4.4375,162.625,0.1875,2.9375
0.0,0.0,13.0,1.0,8.8125,4.875,162.25,0.6875,2.9375
0.0625,0.0,13.0,1.0,8.875,4.625,161.6875,0.0625,2.9375
0.0625,0.0,13.0,1.0,9.0,4.8125,160.5,0.5625,2.8125
0.0,0.0,13.0,1.0,8.75,4.625,159.8125,0.3125,2.6875
0.06666666666666667,0.0,13.0,1.0,8.866666666666667,4.733333333333333,160.06666666666666,0.4,2.8666666666666667
0.125,0.0,13.0,1.0,8.875,4.75,159.0625,0.0,2.9375
0.0,0.0,13.0,1.0,8.8125,4.5625,159.1875,0.3125,2.75
0.125,0.0,13.0,1.0,8.9375,4.875,158.3125,0.25,2.9375
0.0,0.0,13.0,1.0,8.6875,4.5625,157.8125,0.3125,2.75
0.0,0.0,13.0,1.0,8.8125,4.625,157.3125,0.5,2.75
0.0,0.0,13.0,1.0,8.875,4.5,157.5625,0.375,2.625
0.0,0.0,13.0,1.0,8.9375,4.625,156.75,0.125,2.9375
0.06666666666666667,0.0,13.0,1.0,8.933333333333334,4.333333333333333,156.06666666666666,0.3333333333333333,2.7333333333333334
0.0,0.0,13.0625,1.0,8.875,4.5,156.25,0.3125,2.8125
0.0625,0.0,13.0,1.0,8.875,4.625,156.5,0.25,2.8125
0.0,0.0,13.0,1.0,8.75,4.75,155.6875,0.0,2.9375
0.0,0.0,13.0,1.0,8.75,4.4375,155.75,0.4375,2.9375
0.0,0.0,13.0,1.0,8.9375,4.5625,155.4375,0.0625,3.0
0.0,0.0,13.125,1.0,8.8125,4.375,136.625,0.1875,2.75
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.875
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.7333333333333334
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.625
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,0.8125,3.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.875
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.8125
0.0625,0.0,14.0625,1.0,8.0,4.0,6.0,0.9375,3.0
0.0,0.0,14.125,1.0,8.0,4.0,6.0625,1.0,2.875
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.7333333333333334
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,1.0,2.6875
0.0625,0.0,14.0625,1.0,8.0,4.0,6.125,0.9375,2.9375
0.058823529411764705,0.0,14.058823529411764,1.0588235294117647,8.0,4.0,6.117647058823529,0.9411764705882353,2.823529411764706
0.0,0.0,14.0625,1.0,8.0,4.0,6.0,0.9375,2.8125
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.9375
0.0,0.0,14.133333333333333,1.0,8.0,4.0,6.066666666666666,1.0,2.933333333333333
0.0,0.0,14.1875,1.0,8.0,4.0,6.125,1.0,2.875
0.0625,0.0,14.25,1.0,8.0,4.0,6.0,0.9375,3.0
0.0,0.0,14.0,1.0,8.0,4.0,6.0588235294117645,1.0,3.0
0.0625,0.0,14.1875,1.0,8.0,4.0625,6.0625,0.9375,3.0
0.0,0.0,14.25,1.0,8.0,4.0,6.0,1.0,2.875
0.06666666666666667,0.0,14.2,1.0,8.0,4.0,6.0,1.0,3.0
0.0,0.0,14.3125,1.0,8.0,4.0,6.0625,0.9375,3.0
0.0,0.0,14.1875,1.0,8.0,4.0,6.0,0.9375,2.8125
0.0625,0.0,14.125,1.0,8.0,4.0625,6.0625,1.0,2.875
0.0,0.0,14.1875,1.0,8.0,4.0,6.0,1.0,2.875
0.125,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,3.0
0.125,0.0,14.1875,1.0625,8.0,4.0,6.0,1.0,2.875
0.0,0.0,14.0,1.0,8.0,4.0,6.0625,0.9375,2.875
0.0,0.0,13.875,1.0,8.25,4.25,50.4375,0.6875,2.75
0.0625,0.0,13.0,1.0,9.0,4.75,179.6875,0.0625,2.5625
0.0,0.0,13.0,1.0,8.933333333333334,4.733333333333333,167.8,0.26666666666666666,2.4
0.0,0.0,13.0625,1.0,9.0,4.6875,165.75,0.125,2.375
0.0,0.0,13.0,1.0,8.8125,4.875,164.625,0.0,2.8125
0.0,0.0,13.0625,1.0,8.9375,4.4375,164.0625,0.0625,2.5
0.0625,0.0,13.0,1.0,8.875,4.8125,163.25,0.125,2.6875
0.0,0.0,13.125,1.0,8.875,4.75,162.875,0.1875,2.75
0.0,0.0,13.375,1.0,8.9375,4.6875,161.8125,0.125,2.6875
0.0,0.0,13.4,1.0,8.933333333333334,4.466666666666667,161.4,0.4,2.8
0.0,0.0,13.0625,1.0,8.9375,4.4375,160.625,0.3125,2.8125
0.0625,0.0,13.0,1.0,8.75,4.75,160.625,0.3125,2.8125
0.0625,0.0,13.0625,1.0,8.875,4.875,159.75,0.3125,2.375
0.0,0.0,13.0,1.0,8.875,4.8125,159.25,0.3125,2.6875
0.0,0.0,13.0,1.0,8.875,4.75,158.5,0.25,2.625
0.125,0.0,13.125,1.0,9.0,4.625,157.75,0.25,2.625
0.0,0.0,13.0,1.0,8.866666666666667,4.733333333333333,157.86666666666667,0.4,2.933333333333333
0.0,0.0,13.0,1.0,8.875,4.75,157.9375,0.5625,3.1875
0.0625,0.0,13.0,1.0,8.875,4.625,156.875,0.125,2.8125
0.0,0.0,13.0,1.0,8.9375,4.4375,156.5625,0.25,3.0
0.0625,0.0,13.0625,1.0,8.875,4.5625,156.3125,0.375,2.75
0.0,0.0,13.0,1.0625,8.6875,4.5625,156.875,0.3125,2.625
0.0,0.0,13.0,1.0,8.875,4.6875,156.125,0.625,2.8125
0.0,0.0,13.0,1.0,8.8125,4.5,156.0,0.1875,2.75
0.06666666666666667,0.0,13.0,1.0,8.8,4.6,156.0,0.2,2.933333333333333
0.0,0.0,13.0,1.0,8.8125,4.875,155.625,0.125,2.875
0.0,0.0,13.25,1.0,8.5,4.5625,118.0,0.5,2.875
0.0625,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.6875
0.0,0.0,14.0,1.0,8.0,4.0625,6.0,0.9375,2.6875
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9375,2.5
0.0,0.0,14.0,1.0,8.0,4.0,6.125,1.0,2.1875
0.0,0.0,14.0,1.0,8.0,4.0625,6.0,1.0,2.25
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9333333333333333,2.066666666666667
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.5
0.0625,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,2.1875
0.0,0.0,14.0,1.0,8.0,4.0625,6.0625,0.9375,2.4375
0.0625,0.0,14.0625,1.0,8.0,4.0,6.0,0.9375,2.625
0.0,0.0,14.0625,1.0,7.9375,4.0,6.125,1.0,2.5625
0.0,0.0,14.125,1.0,8.0,4.0,6.0,1.0,2.4375
0.0625,0.0,14.1875,1.0,8.0,4.0,6.0625,1.0,2.375
0.0,0.0,14.0625,1.0,8.0,4.0625,6.0,1.0,2.5625
0.0,0.0,14.066666666666666,1.0,8.0,4.066666666666666,6.0,1.0,2.533333333333333
0.0,0.0,14.058823529411764,1.0,8.0,4.0,6.0,0.9411764705882353,2.5294117647058822
0.0,0.0,14.0,1.0,8.0,4.0,6.0,0.9333333333333333,2.7333333333333334
0.0625,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.5
0.0625,0.0,14.0625,1.0,8.0,4.0,6.0,1.0,2.5625
0.0,0.0,14.0,1.0,8.0,4.0,6.0,1.0,2.625
